,text,label
2942,"The influence of Hal Hartley in Adrienne Shelly's ""I'll Take You There"" is not overt, but clearly has ties to his work (Shelly has acted in two of Hartley's films). Not only does her film exhibit a very tight narrative, but the hyper-stylized and extreme characters strangely render human emotion in a very real light. Though this film is not ironic on the whole (thank God), the small and subtle ironies that pepper the piece allude to the bitter truths in love and loss. With beautiful cinematography and a soundtrack straight from the seventies, ""I'll See You There"" is a great indie-film that doesn't stoop to postmodern irony when dealing with the woes of love and the reality of human emotion.<br /><br />The film begins with Bill's life falling to pieces. Not only has he sold his best friend Ray a beautiful country home, but his wife Rose has left him in order to join Ray in the retreat. All washed up, Bill wallows in his own gloom and doom until his sister Lucy (played by the director Adrienne Shelly) brings him all kinds of surprises: a self-help book and a ""date"" for her traumatized brother.<br /><br />The unwilling Bill tries to refuse, but the sudden appearance of Bernice at his door leaves him no choice. No doubt Bernice's initially superficial demeanor and ridiculous hairstyle detract from his ability to ""rebound"" with her. However, her pseudo-hippie qualities annoy him so much that he lashes at her on their first date. And Bernice is so traumatized by his derogatory remarks that she attaches herself to him, forcing herself upon him. To what end, we are not aware... except for maybe the fact that she is psycho. (And who better to play the psycho than Ally Sheedy?)<br /><br />Aware that Bill desperately wants to see Rose, Bernice offers her car, but on the condition that he take her somewhere first. On the way, she proceeds to hold Bill prisoner with his own gun (a Pinkerton Detective, no less). An imbroglio of angst, resentment, redemption, passion and violence ensue as Bill and Bernice find themselves on their way to the country home of Ray and Rose... of course, with a few stops along the way.",Positive
2943,"This film was the worst film I have ever viewed. It was like a ""homework assignment"" for a film class. It totally misses the mark when it comes to the ""message"" it is TRYING to relay. Characters are over exaggerated, poor acting and as for a plot...well it is utterly ridiculous. The cover shot is what made me think it may be a decent film, the co-actor is handsome and that's about it. Moral of this movie: NEVER JUDGE A MOVIE BY IT'S COVER! Save your time, money and energy and make your own home movie and you will be far better off than I. It was painful to watch and quite frankly I am surprised that anyone would spend money to make and distribute it!",Negative
2944,"This movie is a great way for the series to finally end. Peter (the boy from Puppet Master III) is all grown up and is now the Puppet Master. Well, this girl comes to destroy the puppets and learn Toulon's secrets but instead she listens to the story about the puppets. Most of this movie is footage from Puppet Master II, Puppet Master III, Puppet Master 4, Puppet Master 5, Curse of the Puppet Master, and Retro Puppet Master (sorry... But I guess Paramount wouldn't let them use scenes from 1). Personally I wish Puppet Master Vs. Demonic Toys would finally be made but the way this movie ends they basically say ""This is THE final movie in the series...""",Positive
2945,"Corny! I love it! Corny - just as the TV show was about 40 years ago! Adam and Burt rekindle the same on-screen chemistry that never seems to have left! They re-live old memories, plus the actors that play them from the 1960s show some behind-the-scenes things which are quite interesting to know. 1960s TV was corny escapism for so many of us back then, and this DVD is no exception, if you are familiar with the original TV show. The fight scene with the written Boofs and Bams or whatever is fantastic!! The movie theater scene shows clips of the villains who passed away. At the end Frank Gorshin makes an appearance. He passed away not too long after this DVD was made, I believe, so it is to his great credit that he came back to again play a villain to Adam and Burt, just as he did to Batman & Robin so many years ago. He didn't lose his touch! Thanks to Julie Newmar to re-living a villain role, also. In conclusion I think that this DVD is for great memories, and I wish to thank both Adam and Burt for coming back and recreating these memories for those of us who remember the original-!!! Thanks, Guys!!!",Positive
2946,"Director Sidney Lumet has made some masterpieces,like Network,Dog Day Afternoon or Serpico.But,he was not having too much luck on his most recent works.Gloria (1999) was pathetic and Find Me Guilty was an interesting,but failed experiment.Now,Lumet brings his best film in decades and,by my point of view,a true masterpiece:Before the Devil Knows You're Dead.I think this film is like a rebirth for Lumet.This movie has an excellent story which,deeply,has many layers.Also,I think the ending of the movie is perfect.The performances are brilliant.Philip Seymour Hoffman brings,as usual,a magnificent performance and he's,no doubt,one of the best actors of our days.Ethan Hawke is also an excellent actor but he's underrated by my point of view.His performance in here is great.The rest of the cast is also excellent(specially,the great Albert Finney) but these two actors bring monumental performances which were sadly ignored by the pathetic Oscars.The film has a good level of intensity,in part thanks to the performances and,in part,thanks to the brilliant screenplay.Before the Devil Knows You're Dead is a real masterpiece with perfect direction,a great screenplay and excellent performances.We need more movies like this.",Positive
2947,"Have previously enjoyed Wesley Snipes in several action flicks and I had expected a lot more, even from a score of 5.8 IMDb, the movie fails to entertain and even though the story is thin and unoriginal, the acting is most unfortunately thinner and goes to mimic a ""worst case scenario"" of playing ""strong"" feelings accompanied by some bad acting... Don't waist your time this movie ísnt entertaining, if you wanna cry it might suffice though, even though your tears will be wept due to seeing Wesley Snipes in the tragic action film wannabe comedy...<br /><br />I give this 2/10 it really was awful, if you wanna see a decent movie go see shooter or rent it, its all the good things this movie isn't.",Negative
2948,"There is a remark that one of heroines was raped on ""drunken rampage"" by Russian soldiers, which is completely untrue. This movie should not be shown only because of this.<br /><br />Also there is a statement by someone, that KGB prosecuted ""Jews, Gypsies etc"", which is ""worse than Nazis"". KGB was looking for so called ""zionist"" agents, who were (KGB believed) imperialist agents. This is totally different from targeting Jewry as a whole nation, as Nazis did. Gypsies were never prosecuted. KGB was political tool and used politically, but from internationalist standpoint. Communists really did not distinguish between nationalities.<br /><br />Whole movie stinks like fake. Main hero does not speak Russian, signs in Berlin contains typographical errors, KGB general looks totally phony. Some so called ""russian proverbs"" are totally made up, and list goes on and on.<br /><br />Not recommended to watch - this movie is full of lies, and phony stuff. Go to ""Good shepherd"" instead.",Negative
2949,"When I was seventeen I genuinely believed Elvis to be the king of rock and roll, and not only did I wish to see all 31 of his ""character"" movies, but it was my ambition to own them, too. What an exceptionally poor excuse for a seventeen-year-old I must have been. Thankfully sense prevailed and Live A Little, Love A Little is the only Elvis film I own.<br /><br />The spotlight has fallen on this one recently since a remixed version of top song A Little Less Conversation has been released as a single. (His first to reach the UK top ten in 22 years  his first UK No.1 in 25) Even when I was seventeen and in serious need of psychiatric help I realised that the songs for this movie weren't exactly first rate. However, A Little Less Conversation - rollnecks and 60s grooving aside - is a real standout. Finding a lesser-known song that only a relatively small few are aware of promoted into the mainstream produces a mixture of emotions. It's nice to finally see faith in a song vindicated, but it's also saddening to see the disintegration of your own private cult. (And what chauvinistic lyrics, too. Though what other Elvis song contains the word ""procrastinate""?)<br /><br />But what really bothers me about this film is not A Little Less Conversation but the 84 minutes that surround it. Actually based on a novel (Kiss My Firm But Pliant Lips - what kind of lame novel would that be?) this one sees a bored Elvis holed up with a ""comedy"" dog and a nympho. Within 90 seconds of meeting him, Michele Carey asks ""would you like to make love to me?"" Quite a fast mover by any standards I'm sure you'll agree.<br /><br />I do seem to recall that some of Elvis's early movies - most notably Jailhouse Rock and King Creole - weren't too bad, but this is just identikit hillbilly cobblers. Being fired from a newspaper job can lead to a five minute karate fight with a couple of gingernuts, causing a motorway pile up is good for a laugh, and models dress as pink mermaids. There's even a dream sequence for God's sake. Maybe the only dumb stereotype it doesn't conform to is in not having all that many songs. With just four to choose from, including the credits number, you're waiting an average of 22 minutes between tracks. Some movies would become vapid by having too many tunes, but here they might have helped to have numbed the pain. Of the remaining three tracks, then The Edge of Reality isn't actually that bad, though Elvis's dance to it must surely have been called ""The Bear Trap"".<br /><br />In one sense, for a PG certificate film from 1968 then this is shockingly high on sexual content. Sadly, however, with talking dogs, Middle America sitcom values and the stiffest dancing you'll ever see, Elvis's dignity is obliterated by this movie.",Negative
2950,"I'm stunned that the reviewers @ IMDb gave this TV film as a high a rating as they did. It's an innocuous, sweet, uncomplicated cliché' of a film that had two big names from the past in it (both of whom did a decent job), but this film reeks of the low budget work we can see any day of week on the lesser cable channels. I like a good romance as well as anyone, but as my wife and I were watching this--and before we saw the rating-we said, ""There are people who are going to rate this film too highly simply because there's nothing in it to challenge their brains, their faith, their comfort level or their cultural preferences. It's possible to make a good film like that (and Away from Her is an example), but this was amateur hour. There are some quite good films rated much lower than this one. Truly, another in a long line of woefully inadequate holiday films. Watch The Family Stone. It's miles ahead of this schlock.",Negative
2951,"I feel like I have some uber-rare disease that no one has heard of and I have finally come across a support group on the net! I finally found this title by asking for an answer on an ""experts"" site on the web. I too, saw this movie in my youth and was struck by the atmosphere and especially the ending. I have never forgotten it and have never seen it since. No one I know saw the film and I had almost given up on ever finding it's title. Alas, even knowing the name, I shall probably never see the film again as it is impossible to find commercially. Small steps...<br /><br />G",Positive
2952,"The fact that I watched this entire movie says something about it...or me. It is not a good movie. Terrible in fact. But terrible in the way that kept my attention in that perverse manner that is akin to watching a tragedy and not being able to look away. It would have made a great MST3K subject!<br /><br />Most of the things that make a terrible movie enjoyable are here: bad dialogue, inappropriate music, contrived plot sequences, ridiculous pseudoscience. You'll thrill to slo-mo death sequences, the poor victims with mouths agape and waaaaaaaay too much time to contemplate their impending doom, facing the outrageously contrived deliverer of their deaths. Your heart will be warmed by old action scene cliches like when two women struggle for a gun and it goes off, but WHO'S SHOT? Both look at themselves, then the other, then themselves, then (seemingly 15 minutes later), one finally goes down. You'll sing along (in latin of course) with the street carolers that turn into a ghastly death's-choir that, for a moment, threatened to turn the movie into a twisted musical.<br /><br />So if you believe like I do that as movies get worse they get better, then this might be a decent choice for you. It's not as funny as my current sci-fi schlock favorite, ""They Live"" featuring Rowdy Roddy Piper, but it's more fun to watch than luke-warm movies like Omen II or III.<br /><br />I give it 4 out of 10.",Negative
2953,"Actually, the movie is neither horror nor Sci-Fi. With a very strong Christian religious theme, this movie delivers minimal content and no suspense. Second-tier actors do half-decent jobs of reading their boring roles. The only good performance is by Sydney Penny who plays a role of a mother of ... I won't spoil the movie, it's either Christ or Anti-Christ. Avoid watching this movie unless you a Christian religious fanatic obsessed with apocalypse.<br /><br />Being a non-Christian, I had to force myself to watch this movie just because I wanted to write this review. It's a pity that Sci-Fi channel had to air this movie at the peak evening time.",Negative
2954,"An enjoyable Batman animated film. Not on par with ""Return of the Joker"" or ""Mask of the Phantasm"", but solid nonetheless. I liked how the movie kept you guessing as to who Batwoman was. There was nice twist. Nice action sequences. I've always been of the opinion that the Batman cartoons are better then any of the pitiful Batman live action film sequels. The trend continues here.<br /><br />7.5 out of 10",Positive
2955,"What we have here is a film about how the pursuit of money & revenge can corrupt your soul... or something like that. Guy Ritchie, a director known for his reworking of the gangster genre, bites off more than he can chew with this one.<br /><br />His use of modern film noir to tackle the theme of a man setting himself free by swallowing his pride, being nice to his enemy & giving away all his money falls flat on it's face. When Jason Statham's character no longer fears Ray Liotta, it apparently drives Liotta crazy enough to blow his head off in the final scene. Why? Basically you cannot set up a mafiosi like the Liotta character, who has presumably got to his station in life by displaying the kind of ruthless behaviour evident throughout the film, only then to have him driven to suicide by nothing more than a pitying smile on the face of Statham's character.<br /><br />Before anyone starts to say I'm missing the point... I'm not. I get it OK? Opt out of the quest for riches & you'll find true happiness and inner peace. Be nice to your enemy and this will confuse him into self-destruction. This seems to be the gist of the movie and in itself this is not a bad premise for a story, although hardly original. The problem is that Ritchie simply doesn't have the skill as a movie maker to carry it off. At the moment when even Guy Ritchie realises this, he appears to get bored with the story and begins to insert red-herrings: The scene when Statham gets knocked over by a car - Why? The shooting of some scenes as Marvel comic animations... again, why?<br /><br />There are so many loose threads & unanswered questions left at the end of the movie you could get all 2001-ish about it and try figuring them out, or simply accept that there are no answers & each viewer will interpret things in their own way. Myself? I was so bored with the pompous tone of the film that I simply didn't care. Frankly the ending couldn't come too soon so that I didn't have to sit through any more of this pretentious psychobabble.<br /><br />A waste of two hours of my life.",Negative
2956,"but I want to say I cannot agree more with Moira.<br /><br />What a wonderful film.<br /><br />I was thinking about it just this morning, wanting to give advice to some dopey sod who'd lost money on his debit card through fraud, and wanted to say 'Keep thy money in thine pocket' and realised I was talking like James Mason.<br /><br />Even tho he didn't say those words, I still think he would! I've never forgotten 'Are ye carrying?' in his reconciliation with his son, Hywel Bennet: 'Always have money in thine pocket!' Good advice.<br /><br />Not enough kids have fathers with such unforgiving but well-meant attitudes any more. Or any father at all.<br /><br />It would be a good thing for us to reinstate 'thee', 'thy' and 'thine' in our language to show we care. It is only the same as 'tutoyer' in French or 'du' in German.<br /><br />Addendum: I just realised that a lot of my remarks were about James Mason in The Family Way!<br /><br />I think it's because I mixed up Susan George with Hayley Mills. Well, easy mistake.<br /><br />I stand by the comments tho'.<br /><br />And Spring and Port Wine is so very similar to The Family Way.<br /><br />When you took a girlfriend to the pictures in those days, you really had something to say and talk about afterwards, something that affected your knowledge of the world and your personal development.<br /><br />Theatrical experiences are almost real, and they are important in helping young people to grow up.<br /><br />It doesn't happen now, I think, that teenagers can just go to the pics like we did.",Positive
2957,"Okay. Who was it? Who gave Revolver 10 out of 10? Are you tripping of your head on Ecstasy pipes? There were so many of you. Did you do it for a dare? Is this some kind of cult? Or did Guy Richie himself sign up 788 times under different names?<br /><br />Before I say anything else, I'll say this. Just because you don't understand a film doesn't mean that it's not great. Maybe you've had a bad day at work, or you sat down to watch a film after you had a row with your wife and then weren't in the mood. Maybe there's a more fundamental stumbling block- like you just don't have the mental capacity or a highly enough developed philosophical sense to engage with it. BUT. And this is a very, very big but. The XXL elephant-sized mega-but to end all buts.<br /><br />PLEASE don't confuse incoherence for complexity, and please don't confuse this two hour non-squirter for an interesting film. Really. You may think you are pretty smart. You may even think of yourself as somewhat of a romantic figure: an independent thinker championing a masterpiece against a chorus of sheep-like naysayers. Please don't. You're embarrassing yourself. <br /><br />Revolver's a waste of everyone's time. If you thought about if for a few minutes, you'd recognise it too. It was a waste of the cast, a waste of the crew, a waste of the caterers, and definitely a waste of the precious minutes (you can't get them back you know) of anyone unlucky enough to sit through this unutterable, wretched mess.<br /><br />""No - wait,"" comes a voice in the darkness. ""You just don't understand. Its NON-LINEAR. That means the story doesn't go in a STRAIGHT LINE. This is actually the COMPLEX and SUBTLE work of an AUTEUR. It addresses difficult EXISTENTIAL questions. And anyway - they slated FIGHT CLUB when it first came out - didn't you hear? -Because they couldn't deal with the COMPLEXITY. They're eating humble pie now. Bet you hate Lynch films too, doncha?"" <br /><br />Hate to disappoint you, but I am quite a big Lynch fan. I rather like Memento, so a narrative told in an unconventional fashion doesn't necessarily fill me with fear. And although I've only studied it briefly a few years ago, philosophy interests me greatly. I don't dislike Revolver for these reasons. I dislike it because it purports to be about weighty, big-brained topics but deals with them in such an insultingly superficial way as to be laughable. I'm not much of a chess player, but Richie's idea of how chess works seems to be that of a precocious four year old. I dislike it because the characters, without exception, totally alienated me. ""Aha!"" cries the Richie apologist. ""Guy is cleverly tipping his hat to Brecht!"" Just maybe you're right. I think its more likely that he just can't write a decent script for toffee.<br /><br />Comparing Revolver with Fight Club is actually really instructive. Fight Club has acid-tongued, nihilistic dialogue that makes you laugh. Revolver has stale fortune cookie reject one-liners that make your ears bleed. Fight Club has a great twist that makes you reassess everything that has happened. Revolver has, as far as I can tell, several incomprehensible twists that offer no satisfaction because... well, they don't make sense. If you keep pulling the rug out from under people, they eventually kick you out of their house. And then they lock all the doors and windows. And they never let you back in. Ever.<br /><br />Guy Richie seems to assume that being philosophical entails repeating a mantra of little buzz-phrases. Mostly they are spoken, but often they flash up on the screen with attributions. It's almost pathological.<br /><br />But what makes this film particularly notable is the way in which something so incomprehensible can be married so neatly with all tired gangster clichés in the world. Ultimately its so inconsequential. You don't care about anything. You don't understand anything. You go home.<br /><br />Actually, there was a bit I really liked: the uptight assassin who has a crisis of confidence. He's great. But I can't recommend you see the film just to see him. He's only in it for a few minutes.<br /><br />Please believe me. It's horrible.",Negative
2958,"Turn your backs away or you're gonna get in big trouble out of MY BOYFRIEND'S BACK! Only a happy ending can bloom your innocence that is full of gloom and doom at the very moment you're watching this. It's safe to say that the entire movie falls apart, with a sarcastic approach and tribute to zombie shows that defy nonsense to the max. We get a name like ""Johnny"" every so often, and this ""Johnny"" has nowhere to go. There isn't a specific reason to why our ""dead corpse"" crawls out of his grave just to survive until prom night, so that renders the movie totally useless. Without a feeling of sorrow, his mother is convinced to tell the doctor that he's dead. Johnny takes a bite out of Eddie's arm afterwards. The viewer is asked a tough question: Why does the movie have to be this cornball? There is an answer. Any resemblance to all persons living or dead is purely coincidental. ""Living"" is a coincidence. ""Dead"" has nothing in common with the movie. Show this one to your girlfriend and she'll skip the senior prom, turning your life into a deserted ruin. Blah!!!",Negative
2959,"Dreck about three beautiful women in California who go to cover some festival (or something). All the hotels are booked so they have to spend the night in a creepy old house. What they don't know is that there is a creepy inhabitant there who likes to kill...<br /><br />Yawn. Boring, pointless, utterly stupid ""horror"" film. Bach and her two buddies are certainly beautiful but the movie itself is dull dull DULL! Bach and her friends are no actresses--their faces are blank all the way through. The final ""revelation"" is laughably predictable and there's no blood or gore to keep you interested along the way. There is some expected gratuitous female nudity but that's not enough to save this. Boring, pointless and unknown (for good reason). A 1 all the way.",Negative
2960,"This movie was so poorly written and directed I fell asleep 30 minutes through the movie. The jokes in the movie are corny and even though the plot is interesting at some angles, it is too far fetched and at some points- ridiculous. If you are 11 or older you will overlook the writing in the movie and be disappointed, but if you are 10 or younger this is a film that will capture your attention and be amazed with all the stunts (which I might add are poorly done) and wish you were some warrior to. The casting in this movie wasn't very good, and the music was very disappointing because it was like they were trying to build up the tension but it didn't fit at all. On a scale of 1-10 (10 being excellent, 1 being horrible) the acting in this movie is a 4. Brenda Song is talented in comedy, but with this kind of movie, in some of the more serious scenes, her acting was laughable. When she made some of her ""fighting"" poses, I started laughing out loud. I think the worst thing about this movie is definitely the directing, for example, the part where her enemy turns out to be the person the evil villain is possesing, how her voice turns dark and evil, I think that was incredibly stupid, and how Wendy's (Brenda Song)teachers were all her teachers at school being possessed by monks, that was pretty ridiculous to. So to sumamrize it all, a disappointing movie, but okay if you're 10 or under.",Negative
2961,"I never like to comment on a good film but when it comes to a bad movie, I gotta come really hard on it. Talking about Vivah, this guy, Sooraj Badjatya, seems to have completely lost it. After success of Hum Aapke Hain Kaun, he thought he can make money with cheesy wedding videos. Vivah is so so cheesy that Badjatyas have left Johars and Chopras behind.<br /><br />There was not a single moment during the movie where I can say 'Oh! at least this thing is good'. Aloknath does cliché in a role of Girl's father, Shahid kapoor looks fat and Shahrukhed, Amrita rao is another disaster in addition to ugly looking sets, bad costumes, hackneyed storyline, monstrous stepmother, trying-hard-to-act actors, cacophonous background music, cheap soundtracks.<br /><br />Now the spoiler, I'm warning you guys that as happens in all his other movies, after a calamitous incidence movie ends on a happy note.",Negative
2962,"Surely one of the best British films ever made, if not one of the best films ever made anywhere. Script, cinematography, direction and acting in a class on their own. This film works on so many levels. So why is it completely unavailable on tape, DVD. Never shown on TV? Why is it hidden away when it is regularly shown at the National Film Theatre in London to packed houses?",Positive
2963,"I'm not sure what HK movies the other reviewers have been watching, but Enter the Eagles is nowhere near the top of the heap in HK action. Michael ""Fitz"" Wong should be glad he can get acting jobs in HK, because he couldn't act his way out of a wet paper bag in English. Shannon Lee looks good and is a fantastic fighter (even better with the leg fighting than her dad), but her acting skills are also sub-par. In fact, all the English dialog (90% of the movie--even more than in Gen-Y Cops) is so bad that I switched to Mandarin audio just to spare myself the misery of the bad dialog delivery and the redundancy of the English subs. Sure, there are some decent gunfights (but nothing we haven't already seen before) and good cinematography, but the cheesy visual effects really spoil the action.<br /><br />That said, it's worth the price of admission to watch Shannon and Benny ""The Jet"" Urquidez go at it. Spectacular, and almost worth watching the rest of the movie for.<br /><br />Finally, you might notice some scenes that seem ""familiar"" to you, notably a shootout at an outdoor market (think Matrix) and Fitz diving out of a helicopter wearing black fatigues (think MI:2). Guess someone thought at least a few things in this flick were worth ripping off.",Negative
2964,"Abysmal with a capital ""A"". This has got to be one of, if not THE, unfunniest show on TV right now. I'm about as anti-bush as it gets, but this show doesn't even get a chuckle out of me. What you think of Bush as a president has absolutely NOTHING to do with whether or not you'll like this piece of crap show. The ""jokes"" are not funny at all. For example, in a scene when lil bush has his underwear on his head: ""Welcome to camp al-qa-eeda!"". There is NOTHING funny about that. Is it even supposed to be joke? The commercials that were shown in the weeks leading up to the show, hyping it up, were funnier than the show itself, and that's just sad. Hopefully this does not even get considered for a second season. It shouldn't even have had a first.",Negative
2965,"Redundant, but again the case. If you enjoy the former SNL comedian and his antics (in this case, Schneider), then you should go. Basic comedy.man's life is saved by having various animal organs transplanted into him. Unfortunately, he takes on each animal's characteristics. Former Survivor Colleen looks pretty good here, now that she doesn't have open sores on her legs, and a little makeup on her face! D",Negative
2966,"Vampires Vs. Zombies starts with the breaking news that the unidentified disease that is spreading across America leaves the sufferer with homicidal & cannibalistic tendencies... Travis Fontaine (C.S. Munro) & his teenage daughter Jenna (Bonny Giroux) listen to the radio as they drive along the isolated backwoods roads to try & escape the disease when Travis runs over a guy who I assume is meant to be a zombie. Slightly further down the road he stops to help Julia (Brinke Stevens) & her teenage daughter Carmilla (Maratama Carlson) who are waving at the side of the road, at this point there is also a third teenage girl named Tessa (Melanie Crystal) sitting in the back of Julia's car bound & gagged. To me this situation would seem strange but Travis, like the trooper he is, takes it all in his stride & agrees to 'take' Carmilla off Julia's hands &, well I don't know actually. So, with a complete stranger, Travis drives off leaving Julia & Tessa. Carmilla seems like a nice girl but she turns out to be a Vampire & she likes to bite people & turn them into Vampires, oh & she's partial to a bit of lesbianism too. Travis, Carmilla & Jenna continue to travel while some guy who calls himself The General (Peter Ruginis) who appears to be some sort of Vampire killer & probably has something to do with it all but the film is such a mess it doesn't really matter & I really don't know how to carry on this plot outline as my head hurts just thinking about it...<br /><br />Co-edited, co-executive produced, written & directed by the supremely untalented Vince D'Amato Vampires Vs. Zombies is one of the worst horror films ever & therefore one of the worst films ever period. The script by D'Amato was apparently based on a classic story entitled 'Carmilla' by Sheridan Le Fanu (he should sue) & is an absolute mess, the holes in the plot & logic are so big you could drive a tank through them! What is the disease that turns people into zombies? Why is Carmilla a Vampire? Who is Julia to her? Who the hell is The General? What does he want? Where are Travis & Jenna going? How can Travis run a man over & yet not have the slightest bit of human emotion over it? What's with the mental ward at the end? There are also some confusing & unnecessary dream sequences just to annoy the viewer even more. There are just so many things wrong with this film, the narrative doesn't make a blind bit of sense, the concept is terrible & never really explained properly plus it's incredibly boring. I have not one positive thing to say about Vampire Vs. Zombies, not one. Forget about any Vampires fighting Zombies because it just doesn't happen, tell me again why is this film called Vampires Vs. Zombies?<br /><br />Director D'Amato has served up one of the most incompetent, rubbishy, badly made, poorly thought out & excruciatingly painful viewing experiences ever made. Vampires Vs. Zombies really has no redeeming qualities at all, there is not one single aspect that I can praise. The gore is really fake looking, there are some blood splats which look like red water, some really cheap staking effects & a half decent climax where the zombies feast on Carmilla's & Jenna's intestines, this fairly gory scene is probably the best part of the whole wretched film but it only lasts for a couple of minutes & in no way makes up for the other turgid 85.<br /><br />The budget on Vampires Vs. Zombies must have been small, in fact did it even have a budget because most of it is set on a road in a couple of cars. This is one of the most badly made horror films it's been my misfortune to watch, the entire thing just sucks. The acting is predictably awful, & I mean awful.<br /><br />There isn't much else left to say, Vampires Vs. Zombies is easily one of the worst films ever made. The (V) next to the title on the IMDb's main page for Vampires Vs. Zoimbies indicates that it went straight to video, well that's far too good for this pile of crap as it deserves to go straight on the nearest fire.",Negative
2967,"I would highly recommend this movie! And I certainly shall be personally recommending it to my friends and family here and abroad! It was with excited anticipation, that I have just pre-ordered it online, I enjoyed it so much! It is not out until February/March 2008, but it will be well worth the wait! But first go and see it in the cinema if you can. There is nothing quite like the Cinema-Experience of a cinema-made movie! Insist that your local cinema puts it on! I went to see 'Seachd, the Inaccessible Pinacle' tonight, down here in London, and was really impressed. It is a marvel: a truly beautiful film set in the Scottish Highlands: you will laugh, you will cry, you will be moved in may different ways, you will be intrigued, and as the story within the stories is revealed, you will be amazed at that revelation.<br /><br />This movie is in Scottish Gaelic with English Subtitles, but do not let that detract you if you are not a speaker of the Gaelic: I am just starting, and my son does not, nor did many people there tonight, and it did not spoil it for us by any manner of means! Superlatives do not suffice! The photography is superb - there is no CGI here, and the movie is all the better for that- here you have true photography! The script is so skilfully and subtly written. The many-layered plot weaves the magic art of the ancient storytellers. The music is at times rousing, at times haunting, but always adding to the atmospheric ambiance. And the acting? ... it is to behold ... and the actors?... they the true weavers of this delightful yet profound film, particularly the two main actors, 'Padruig-the-young' and 'Padruig-the-elder' (A true bard, if ever there was!), who both carried a very heavy load! And the Direction? Well watch out Richard! And the Producer, responsible for raising funding, hiring key personnel, and arranging for distributors? A task well done! I hope that you will make sure that distribution goes out to our communities abroad! And the Gaelic community? Uill, without you it could not have happened! We were told that this movie was made on a low budget, but you would not know it, and I think it might well be because, for what they might have lacked in money, they more than made up for with the richness of the heart, and the warmth and co-operation of the local Scottish Gaelic community.<br /><br />A heartfelt thanks to all concerned in the making, and the sponsoring, of 'Seachd' - Mòran taing! (Many thanks!) From the Gaels to the World! From the World to the Gaels!",Positive
2968,"I Am Curious is really two films in one - half of it is the sexual experimental side of Lena and the other half is her curiosity with political/socialism. Whatever the director's intention, the two don't really mesh together. The director should have just stuck with the romantic side of Lena and made a separate movie for the politics. There is a bizarre mixture of political/war rallies, Dr. King, serious political interviews, flopping breasts, and pubic hair. The film feels more like a fictional documentary than a movie. Other than the interesting sex scenes, you'll be bored dry watching this film. Unlike many other reviewers, I think the nude/sexual scenes are overdone for what it is. If you want to see real porn, I'm sure there are better choices. The pervasive nudity is a major distraction from whatever plot there is. I think the cast did a fine job however. They played their parts believably. There is little of the over-the-topness I'm so used to seeing in the American films during this time.",Negative
2969,"...because this was simply awful. 101 Dalamatians was funny even if formulaic, but this is nothing more than puerile drivel. The same plot except with the story excised from it; the world's most intelligent and horribly annoying macaw; Tim McInnerny proving that he really can't do comedy (everone remembers Percy in Blackadder but that was his high spot - it's all been downhill since then); direction so poor that if a group of college students had made this you'd throw it in the bin and tell them to do it again - properly this time. Ieuan Grufford better go back to Hornblower sharpish, whilst Glenn Close and Gerard Diepardieu ought to go into hiding for several years.<br /><br />Perhaps I could be too harsh; after all I didn't manage to sit through the whole film. It gets 1/10; only because I can't give it 0.",Negative
2970,"Basically what we have here is little more than a remake of the hilarious 1970's classic kitsch horror 'Death Line' which ironically was like this cobblers, also partly filmed at the disused Aldwych underground station.<br /><br />Making good use of the now disused Jubilee Line platforms at Charing Cross as well as the aforementioned Aldwych, this film contains basically the same plot - dodgy murdering mad zombie in the tunnels preying on the lost passengers who have missed the last train - originality is not this film's strong point.<br /><br />Indeed strong points are sadly lacking. The gore ranges from the poor to the unnecessarily over gory whilst the sub-Gollum nutter is never really fully explained as seems little more than an under developed plot device.<br /><br />Franke Polente has little to do with a thin script than run down a lot of tunnels and scream every so often, indeed she was like pretty much everyone else in this film, out-acted by a small dog and a pack of tame rats.<br /><br />If creepy films set on the London Underground are your bag, or you just want to play 'spot the tube location' them pick this up on DVD when it hits a bargain bin. If you are looking for classic horror, go and dig up a copy of Death Line (aka Raw Meat).<br /><br />If you are looking for a quality well written and acted film, you will need to change trains.....",Negative
2971,"I really looked forward to seeing Nana after seeing Renoir amazing debut work, Whirlpool of Fate. I had read that Nana was generally considered his best silent film so I had high hopes. Sadly this felt like a huge step backwards.<br /><br />Catherine Hessling is the main problem with this film. Her acting is over the top, even for a silent film. Her acting is more like what one would expect in a film from the early teens, not the late 20s. She usually has the same face, which reminds me (sorry to say) of someone with constipation pains. It was also very difficult to believe that any man would fall for this femme fatale. There was nothing charming about her at all.<br /><br />The film was also quite long drawn, the camera work was uninteresting (aside from a shot of a horse race) and the editing was dull. The story reminded me of Pabst's Pandora's Box. It is interesting to compare the two because there are only 3 years between these films. Pandora's Box simply scores on every level where Nana fails.<br /><br />This film is only for Renoir completists or very serious silent films buffs.",Negative
